category_list,funding_total_usd,country_code,state_code,funding_rounds,target,founded_year,first_funding_year,last_funding_year
Biotechnology,3930701.0,GBR,C3,1,1,2010.0,2006.0,2006
Games,15000.0,USA,NY,1,1,2012.0,2012.0,2012
Public Relations,11600000.0,GBR,N5,1,1,2010.0,2004.0,2004
E-Commerce,1000000.0,IDN,4,1,1,2011.0,2011.0,2011
E-Commerce,100000.0,IDN,4,1,1,2011.0,2011.0,2011
Apps,30000.0,USA,TX,1,1,2013.0,2013.0,2013
Biotechnology,417100000.0,USA,NJ,11,1,1998.0,2001.0,2015
Services,9000000.0,,,1,1,2010.0,2015.0,2015
unknown,200000.0,GBR,H9,1,1,2015.0,2015.0,2015
Consulting,13182687.0,GBR,H9,1,1,1983.0,2013.0,2013
Health Care,1500000.0,USA,OH,1,1,2006.0,2014.0,2014
Publishing,1016289.0,ITA,12,3,1,2013.0,2013.0,2014
Transportation,2000000.0,USA,NM,1,1,1993.0,2009.0,2009
Games,2000000.0,TWN,,1,1,2011.0,2013.0,2013
Big Data,2000000.0,HUN,5,1,1,2014.0,2015.0,2015
Business Services,180000.0,UKR,13,2,0,2010.0,2013.0,2014
B2B,62000.0,USA,CA,1,1,2014.0,2015.0,2015
Enterprise Software,1392000.0,FRA,A8,1,1,2006.0,2009.0,2009
Finance,20000.0,USA,CA,1,1,2015.0,2014.0,2014
Gps,4000000.0,USA,CA,2,0,2008.0,2008.0,2010
Communities,1925000.0,USA,IL,2,1,2013.0,2014.0,2015
Analytics,620000.0,USA,OH,2,1,2012.0,2013.0,2014
Curated Web,2099590.0,USA,CA,2,0,2010.0,2011.0,2011
Mobile,48303584.0,CAN,ON,1,1,2008.0,2009.0,2009
unknown,2000000.0,,,1,0,2010.0,2008.0,2008
News,3700000.0,USA,MA,2,1,2003.0,2010.0,2015
Games,639000.0,DEU,13,2,1,2005.0,2006.0,2008
Technology,2000000.0,USA,OR,1,1,1997.0,2013.0,2013
Content,194530.0,GBR,H9,1,1,2014.0,2011.0,2011
Education,100000.0,GBR,H9,1,1,2013.0,2013.0,2013
Analytics,300000.0,UKR,13,1,1,2013.0,2013.0,2013
Advertising,2000000.0,USA,VA,1,1,2008.0,2011.0,2011
Curated Web,6552136.0,USA,NY,3,1,2009.0,2011.0,2012
Collaboration,2000000.0,USA,CA,1,1,2006.0,2008.0,2008
Application Platforms,5600000.0,USA,AL,1,1,2009.0,2014.0,2014
Enterprise Software,170000.0,GBR,N4,2,1,2011.0,2011.0,2011
Consumers,2000000.0,USA,TX,1,0,2012.0,2012.0,2012
Automotive,2000000.0,DEU,1,1,1,2010.0,2009.0,2009
News,2750000.0,USA,PA,1,1,2007.0,2008.0,2008
Apps,405955.0,GBR,H9,2,1,2009.0,2009.0,2010
Online Shopping,153058.100855085,GBR,R3,1,0,2014.0,2015.0,2015
Content,7738628.0,USA,CA,2,1,2008.0,2011.0,2011
Education,2000000.0,NZL,G2,1,1,2010.0,2013.0,2013
Advertising,63000000.0,USA,CA,6,1,2006.0,2008.0,2015
Advertising,2000000.0,DEU,16,1,1,2010.0,2014.0,2014
Apps,60100000.0,USA,CA,4,1,2010.0,2012.0,2015
Apps,2000000.0,ITA,7,1,1,2012.0,2013.0,2013
Advertising,14500000.0,USA,CA,3,1,2006.0,2007.0,2009
Advertising,2000000.0,USA,CA,1,1,2012.0,2013.0,2013
Curated Web,100000.0,USA,FL,1,0,2012.0,2013.0,2013
Big Data,35000.0,ARG,7,1,1,2012.0,2014.0,2014
unknown,2000000.0,,,1,1,2012.0,2013.0,2013
News,630000.0,GBR,U8,1,1,2004.0,2009.0,2009
Communities,1000000.0,CAN,BC,1,1,2008.0,2012.0,2012
Utilities,3800000.0,USA,WA,1,1,2010.0,2014.0,2014
Computers,85870.0785711219,,,1,0,2015.0,2015.0,2015
Banking,6700000.0,USA,MO,1,1,1922.0,2014.0,2014
Software,500000.0,CHN,25,1,1,2001.0,2001.0,2001
Distribution,40000.0,,,1,1,2010.0,2014.0,2014
Biotechnology,83900000.0,USA,MA,6,1,2003.0,2009.0,2015
Health Care,27541217.3218056,GBR,H9,1,1,2013.0,2013.0,2013
Bio-Pharm,1000000.0,USA,NY,1,1,2010.0,2015.0,2015
Health and Wellness,12388268.0,,,1,1,2010.0,2014.0,2014
Health and Wellness,500000.0,ISR,2,1,1,2006.0,2013.0,2013
Biotechnology,93500000.0,USA,CA,5,1,2010.0,2007.0,2014
Pharmaceuticals,209059.0,GBR,H8,1,1,2013.0,2014.0,2014
Advertising,2000000.0,USA,CA,2,1,2008.0,2009.0,2009
Consumers,2000000.0,USA,CA,1,1,2011.0,2012.0,2012
Data Centers,25733401.0,GBR,K7,1,1,2010.0,2014.0,2014
Advertising,2300000.0,USA,NY,1,1,2010.0,2014.0,2014
unknown,945084.628282818,,,1,0,2010.0,2015.0,2015
Hardware + Software,1424243.0,USA,CA,1,1,2005.0,2010.0,2010
Advertising,1200000.0,IRL,7,1,1,2013.0,2015.0,2015
iPhone,9800000.0,USA,CA,2,1,2010.0,2010.0,2011
unknown,2000000.0,,,1,1,2015.0,2015.0,2015
Analytics,1135000.0,USA,MD,2,1,2010.0,2013.0,2014
Aerospace,21223400.0,USA,KS,1,1,2010.0,2015.0,2015
unknown,3500000.0,USA,CO,1,1,2012.0,2015.0,2015
Hardware + Software,121044236.0,USA,CA,3,1,1947.0,2012.0,2014
3D,5800000.0,USA,CA,1,1,1994.0,2007.0,2007
Apps,1750000.0,USA,CA,2,1,2010.0,2012.0,2013
Technology,30000000.0,USA,CA,1,1,2010.0,2004.0,2004
Hardware + Software,2000000.0,ARE,3,1,0,2010.0,2009.0,2009
Health Care,6050000.0,USA,MO,3,1,2010.0,2011.0,2014
Cloud-Based Music,1500000.0,USA,CA,2,1,2011.0,2012.0,2013
Consumer Electronics,2623873.0,FIN,13,2,1,2012.0,2013.0,2014
Advertising,43485455.0,USA,NY,4,1,2011.0,2010.0,2015
E-Commerce,40000.0,USA,IL,1,1,2011.0,2011.0,2011
E-Commerce,2000000.0,USA,MA,1,1,2013.0,2014.0,2014
Games,2000000.0,GBR,H9,1,0,2011.0,2012.0,2012
unknown,2000000.0,,,1,1,2010.0,2015.0,2015
Data Integration,150000.0,USA,CA,1,1,2014.0,2015.0,2015
Biotechnology,417300249.0,USA,CA,3,1,2010.0,2011.0,2015
Android,1200000.0,GBR,A7,1,0,2005.0,2005.0,2005
Mobile,173121.0,DNK,17,1,0,2012.0,2013.0,2013
Biotechnology,40000.0,CHL,12,1,1,2013.0,2013.0,2013
Infrastructure,2000000.0,GBR,H9,1,1,1996.0,2008.0,2008
Energy,1300000.0,USA,MI,1,1,2010.0,2008.0,2008
Artists Globally,2500000.0,,,1,1,2001.0,2007.0,2007
Apps,500000.0,USA,KS,1,1,2014.0,2014.0,2014
Apps,2640044.0,CAN,ON,3,1,2012.0,2013.0,2014
Health and Wellness,2000000.0,,,1,0,2010.0,2013.0,2013
Apps,2200000.0,USA,NY,1,1,2011.0,2011.0,2011
Hospitality,1750000.0,USA,CO,1,1,2012.0,2014.0,2014
Chat,2932278.0,USA,CA,2,0,2005.0,2006.0,2009
Consumer Electronics,255000.0,USA,CA,1,1,2009.0,2014.0,2014
Android,50000.0,USA,CA,1,1,2011.0,2011.0,2011
Advertising,1700000.0,USA,MA,1,1,2011.0,2012.0,2012
Big Data,4000000.0,USA,CA,2,1,2010.0,2012.0,2013
Analytics,11500000.0,USA,CA,3,1,2011.0,2011.0,2014
Fitness,20000.0,USA,CA,1,1,2013.0,2014.0,2014
Apps,120000.0,USA,NY,1,1,2015.0,2015.0,2015
Games,135905.0,IRL,4,1,1,2013.0,2013.0,2013
Big Data Analytics,2000000.0,AUT,9,1,1,2004.0,2014.0,2014
Gambling,223214.0,AUS,5,1,1,2011.0,2013.0,2013
Internet,52584.0,PER,15,1,0,2010.0,2011.0,2011
Internet of Things,65687.1975651945,FRA,A8,1,0,2014.0,2014.0,2014
Automotive,85500000.0,USA,OR,5,1,2005.0,2009.0,2014
Computers,20000.0,,,1,0,2015.0,2015.0,2015
unknown,2000000.0,USA,CA,1,1,2013.0,2014.0,2014
Clean Technology,5100000.0,USA,OR,2,1,2007.0,2013.0,2014
Design,25000000.0,USA,WA,2,1,2010.0,2007.0,2007
E-Commerce,1690000.0,USA,IL,2,1,2012.0,2013.0,2014
Apps,77669.0,CAN,NS,1,1,2012.0,2013.0,2013
Nonprofits,150000.0,USA,IN,1,1,1930.0,2013.0,2013
Education,2300000.0,USA,IN,1,1,1869.0,2014.0,2014
Brand Marketing,2000000.0,USA,FL,1,1,2014.0,2014.0,2014
Entrepreneur,2000000.0,USA,SC,1,1,2010.0,2015.0,2015
Biotechnology,3251250.0,USA,CA,3,1,1992.0,2010.0,2012
Chat,1500000.0,USA,AZ,1,1,2012.0,2015.0,2015
Hardware + Software,68200000.0,USA,CA,6,1,2001.0,2002.0,2008
Services,100000.0,USA,NV,1,1,2010.0,2010.0,2010
Clean Technology,15000000.0,CAN,ON,3,1,2009.0,2013.0,2014
Clean Technology,2000000.0,USA,UT,1,1,2012.0,2015.0,2015
Hardware + Software,14766689.0,USA,CO,2,1,2005.0,2009.0,2010
Transportation,1600000.0,USA,CA,2,1,2010.0,2012.0,2015
Email Marketing,1700.0,USA,CA,1,1,2008.0,2014.0,2014
Clean Technology,129000.0,USA,FL,1,1,2010.0,2009.0,2009
E-Commerce,2000000.0,USA,WA,2,1,2011.0,2010.0,2014
Clean Technology,1250000.0,CHE,25,1,0,2010.0,2009.0,2009
Biotechnology,20500000.0,USA,FL,2,1,2013.0,2013.0,2014
Web Hosting,19500000.0,USA,WA,3,1,2002.0,2004.0,2006
Health and Wellness,10000.0,USA,NM,1,1,2013.0,2013.0,2013
Software,195000.0,USA,CO,1,1,2010.0,2012.0,2012
Enterprise Software,530856468.0,USA,CA,8,1,2009.0,2009.0,2014
Energy,3818587.0,CAN,AB,2,1,2010.0,2010.0,2011
Mobile,17000000.0,USA,CA,3,1,2003.0,2008.0,2013
Advertising,15910140.0,GBR,E2,1,1,2001.0,2013.0,2013
Biotechnology,750000.0,USA,FL,1,1,2010.0,2010.0,2010
Automotive,10000000.0,USA,SC,2,1,2007.0,2013.0,2013
unknown,2000000.0,GBR,H9,1,1,2010.0,2013.0,2013
Enterprise Software,15000000.0,USA,TX,2,1,2005.0,2013.0,2015
Hardware + Software,7729998.0,USA,CO,1,0,2005.0,2009.0,2009
Consulting,2000000.0,USA,SC,1,1,2006.0,2014.0,2014
Consumer Goods,646277.0,DEU,10,1,1,2014.0,2015.0,2015
Automotive,1121449.0,USA,CA,1,1,2006.0,2011.0,2011
Search,5000.0,USA,NJ,1,1,2011.0,2011.0,2011
Internet of Things,4595242.0,GBR,U8,3,1,2010.0,2012.0,2015
E-Commerce,2000000.0,,,1,1,2012.0,2013.0,2013
Biotechnology,3600000.0,GBR,C3,2,1,2010.0,2003.0,2004
Art,2000000.0,USA,CA,2,1,2009.0,2009.0,2014
Gambling,15401200.0,USA,CA,3,1,2004.0,2007.0,2010
Analytics,7112900.0,USA,UT,3,1,2011.0,2014.0,2015
Printing,16600216.0,USA,WI,2,1,1926.0,2014.0,2015
Cosmetics,463779.0,SGP,,1,1,2013.0,2013.0,2013
Clean Technology,1415500.0,USA,NY,4,1,2010.0,2009.0,2010
Clean Technology,10281191.0,USA,CA,3,1,2002.0,2006.0,2009
unknown,2000000.0,USA,FL,1,1,2010.0,2014.0,2014
Internet,3100000.0,ISR,2,1,1,1998.0,2003.0,2003
unknown,2000000.0,GBR,G2,1,1,2014.0,2014.0,2014
Finance,105000000.0,USA,MA,2,1,2010.0,2014.0,2015
Curated Web,8450000.0,USA,CA,3,0,2010.0,2005.0,2007
Nanotechnology,335000.0,,,2,1,2014.0,2014.0,2015
Enterprise Software,4750000.0,USA,GA,3,1,2007.0,2007.0,2008
Digital Media,2500000.0,USA,NY,1,1,2010.0,2015.0,2015
Fashion,8032.0,USA,NY,1,1,2015.0,2015.0,2015
Hardware,6500000.0,USA,TX,2,1,2012.0,2014.0,2015
Clean Technology,65700000.0,USA,CA,11,1,1996.0,2005.0,2013
Biotechnology,4830067.47772653,GBR,,2,1,2013.0,2014.0,2015
Biotechnology,1030000.0,USA,CA,2,1,2010.0,2013.0,2014
Cyber Security,1652015.0,USA,CA,3,1,2010.0,2015.0,2015
Health and Wellness,10000000.0,CAN,QC,1,1,1978.0,2007.0,2007
Biotechnology,5000.0,USA,FL,1,1,2014.0,2014.0,2014
Technology,28000.0,USA,CA,1,1,2012.0,2012.0,2012
Health Care,2000000.0,USA,IL,1,1,2012.0,2013.0,2013
Analytics,2000000.0,,,1,1,2010.0,2009.0,2009
Curated Web,5000000.0,USA,CA,1,1,1994.0,2009.0,2009
Android,420000.0,USA,PA,1,1,2013.0,2015.0,2015
Curated Web,137250.0,GBR,W3,1,1,2010.0,2013.0,2013
Mobile,12670000.0,CHE,25,1,1,2001.0,2007.0,2007
unknown,491227.0,,,1,1,2010.0,2014.0,2014
Career Management,300000.0,IND,16,2,1,2013.0,2014.0,2015
Curated Web,2000000.0,USA,CA,1,1,2015.0,2015.0,2015
Mobile,5000000.0,GBR,,1,1,2012.0,2015.0,2015
Business Services,13364740.0,GBR,A7,1,1,2012.0,2014.0,2014
Crowdsourcing,1051271.0,JPN,40,3,1,2012.0,2012.0,2015
Advertising,1505965.0,USA,CA,1,1,2006.0,2012.0,2012
E-Commerce,2000000.0,IND,16,2,1,2011.0,2013.0,2015
CRM,269009.0,CHL,12,3,1,2013.0,2013.0,2015
Advertising,1442500.0,USA,NY,1,1,2011.0,2014.0,2014
Android,1500000.0,USA,CA,2,1,2010.0,2011.0,2012
Clean Technology,2416952.0,USA,MA,4,1,2007.0,2009.0,2014
Apps,175000.0,USA,TX,4,1,2012.0,2013.0,2013
Bitcoin,300000.0,USA,CA,2,1,2014.0,2014.0,2014
Transportation,2000000.0,USA,NV,1,1,2010.0,2013.0,2013
Health Care,10214900.0,USA,MN,5,1,2009.0,2012.0,2015
Analytics,17100000.0,ISR,5,3,1,2005.0,2010.0,2013
Biotechnology,9076957.0,USA,NJ,2,1,2009.0,2013.0,2013
Fashion,175000.0,,,1,1,2013.0,2014.0,2014
Fitness,1500000.0,CAN,ON,1,1,2013.0,2014.0,2014
Apps,2000000.0,USA,CA,1,1,2010.0,2011.0,2011
unknown,2000000.0,GBR,E4,1,1,2010.0,2013.0,2013
Health and Wellness,308009.0,USA,CA,1,1,2010.0,2014.0,2014
Software,200010.0,USA,CO,1,1,2009.0,2013.0,2013
Business Services,1160000.0,USA,CA,1,1,2015.0,2015.0,2015
Digital Media,5000000.0,GBR,H9,1,1,2010.0,2014.0,2014
Consumer Behavior,161391.0,USA,IL,2,1,2011.0,2012.0,2014
Mobile,2000000.0,EGY,11,1,1,2012.0,2012.0,2012
Digital Media,1500000.0,USA,CA,2,1,2010.0,2014.0,2015
Games,2000000.0,USA,OR,1,0,2009.0,2008.0,2008
Direct Marketing,150000.0,NLD,11,1,1,2007.0,2007.0,2007
Events,140000.0,USA,IL,1,1,2012.0,2012.0,2012
Apps,3390000.0,USA,CA,3,1,2012.0,2012.0,2015
Cloud Computing,1000000.0,GBR,H9,2,1,2010.0,2010.0,2011
Content Delivery,821116.0,,,1,1,2013.0,2014.0,2014
Finance,150000.0,USA,CA,1,0,2009.0,2010.0,2010
Financial Services,150000.0,USA,CA,1,1,2013.0,2014.0,2014
Consumers,250000.0,USA,NY,1,0,2010.0,2010.0,2010
Internet of Things,118000.0,USA,TX,1,1,2013.0,2015.0,2015
Curated Web,1700000.0,USA,MA,1,1,2012.0,2013.0,2013
Mobile Payments,35094596.4625067,USA,WA,10,1,2011.0,2013.0,2015
Advertising,1350000.0,USA,CA,1,1,2011.0,2012.0,2012
App Marketing,8215242.0,USA,WA,2,1,2013.0,2014.0,2015
Internet,2000000.0,USA,CA,1,1,2006.0,2013.0,2013
Social Network Media,900000.0,USA,MO,1,1,2013.0,2015.0,2015
Augmented Reality,2000000.0,JPN,40,2,1,2012.0,2013.0,2014
Biotechnology,49600064.0,USA,ME,5,1,2006.0,2009.0,2014
Consumer Goods,2350000.0,USA,VT,1,1,2010.0,2008.0,2008
Curated Web,1566000.0,IRL,7,1,0,2006.0,2008.0,2008
Hardware + Software,2000000.0,FIN,8,1,1,2010.0,2011.0,2011
Freemium,780000.0,GBR,H9,2,1,2011.0,2011.0,2013
Mobile Games,4700000.0,USA,NY,3,1,2010.0,2013.0,2014
Mobile,425000.0,USA,CA,4,1,2010.0,2014.0,2014
Commercial Solar,235000.0,USA,CA,2,1,2009.0,2012.0,2012
Manufacturing,4925000.0,,,2,1,2010.0,2013.0,2014
Manufacturing,757625.0,GBR,O1,1,1,2007.0,2013.0,2013
Software,3360807.0,CAN,ON,1,1,2010.0,2004.0,2004
Big Data,2000000.0,USA,TX,1,1,2014.0,2014.0,2014
Clean Energy,1009000.0,USA,IL,2,1,2009.0,2010.0,2012
Estimation and Quoting,10000.0,,,1,1,2014.0,2014.0,2014
unknown,2000000.0,,,1,1,2010.0,2011.0,2011
Clean Technology,11000000.0,USA,OH,1,1,2011.0,2011.0,2011
Manufacturing,2000000.0,CAN,BC,1,1,2010.0,2013.0,2013
Curated Web,208688.0,GBR,X5,1,1,2011.0,2014.0,2014
Software,5100000.0,USA,MA,1,1,2009.0,2013.0,2013
Semiconductors,38000000.0,USA,TX,2,1,2010.0,2005.0,2006
Advertising,15000.0,USA,GA,1,1,2010.0,2014.0,2014
Biotechnology,50000.0,USA,GA,1,1,2010.0,2014.0,2014
Biotechnology,500000.0,USA,TN,1,1,2010.0,2014.0,2014
Agriculture,40000.0,GBR,H9,2,1,2014.0,2014.0,2015
Social Media,345000.0,USA,WA,1,1,2010.0,2012.0,2012
unknown,2000000.0,,,1,0,2010.0,2015.0,2015
Mobile,1700000.0,USA,CA,1,0,2012.0,2013.0,2013
Curated Web,2500000.0,USA,NY,1,1,2012.0,2013.0,2013
Biotechnology,1357938.0,CAN,ON,3,1,2010.0,2011.0,2013
Software,2000000.0,USA,NY,1,1,2015.0,2015.0,2015
Analytics,41500000.0,NLD,7,2,1,2008.0,2013.0,2015
Software,108000.0,USA,CA,1,1,2010.0,2010.0,2010
Manufacturing,2000000.0,DEU,8,1,1,2009.0,2014.0,2014
Hardware + Software,6030000.0,GBR,U8,2,1,2007.0,2010.0,2013
Clean Technology,4000000.0,CAN,QC,1,1,2010.0,2015.0,2015
Apps,563806.0,FRA,A8,1,1,2011.0,2011.0,2011
Clean Technology,2000000.0,USA,CA,1,1,2004.0,2008.0,2008
Energy,1443047.30138681,CAN,QC,4,1,2014.0,2014.0,2015
Clean Technology,10000000.0,ISR,2,1,1,2007.0,2008.0,2008
Consulting,6000000.0,CAN,ON,1,1,1997.0,2014.0,2014
Software,18720000.0,USA,TX,4,1,2010.0,2006.0,2010
Mobile,2000000.0,CHN,22,1,1,2006.0,2011.0,2011
Software,2000000.0,GBR,H9,1,1,2010.0,2014.0,2014
Biotechnology,7650000.0,USA,GA,2,1,1995.0,2014.0,2015
Sales and Marketing,12383031.0,DEU,14,1,1,1999.0,2004.0,2004
Biotechnology,9699336.0,GBR,X5,3,1,2010.0,2006.0,2011
Design,5000.0,CAN,ON,1,1,2000.0,2013.0,2013
Consumer Electronics,200000.0,USA,NY,1,1,2013.0,2013.0,2013
CRM,2000000.0,NLD,7,1,1,1999.0,2004.0,2004
Biotechnology,12018047.0,USA,UT,2,1,2010.0,2008.0,2012
Advertising,1500000.0,USA,FL,1,1,1995.0,2005.0,2005
Software,10669070.0,BEL,8,2,1,2005.0,2006.0,2007
Business Productivity,950000.0,USA,CA,1,1,2007.0,2007.0,2007
Mobile,2000000.0,USA,AL,1,1,2011.0,2012.0,2012
Health and Wellness,200000.0,USA,FL,1,0,2012.0,2013.0,2013
Enterprise Search,6350000.0,USA,NY,4,1,2007.0,2007.0,2013
Content,402143.0,IRL,7,1,1,2007.0,2015.0,2015
Security,34400000.0,USA,MA,3,1,2001.0,2003.0,2007
Ad Targeting,8000000.0,USA,TX,1,1,2004.0,2014.0,2014
Banking,20000000.0,USA,TX,1,1,2004.0,2013.0,2013
Energy,818591.0,USA,OH,1,1,2010.0,2015.0,2015
unknown,2000000.0,,,1,1,2010.0,2011.0,2011
Business Intelligence,5000000.0,CAN,ON,1,1,2006.0,2014.0,2014
Software,6000000.0,USA,CA,1,0,2010.0,2007.0,2007
Software,50000.0,CAN,QC,1,1,2011.0,2013.0,2013
Software,5970000.0,USA,CA,1,1,2012.0,2015.0,2015
Education,16400.0,,,1,1,2015.0,2015.0,2015
Algorithms,80000.0,USA,WA,1,1,2013.0,2013.0,2013
Freemium,2000000.0,NLD,11,2,1,2013.0,2012.0,2014
Employment,2414850.0,FRA,A8,1,1,2011.0,2011.0,2011
Banking,1800000.0,,,2,1,2012.0,2013.0,2014
Health and Wellness,948000.0,USA,CA,1,1,2012.0,2013.0,2013
Manufacturing,1123633.0,ESP,51,1,1,2014.0,2015.0,2015
Software,2500000.0,USA,GA,1,1,2011.0,2015.0,2015
Software,245000.0,RUS,,2,1,2012.0,2012.0,2013
Consulting,528124.0,USA,VA,1,1,2008.0,2010.0,2010
Restaurants,2000000.0,GBR,H9,1,1,2010.0,2012.0,2012
EdTech,820000.0,USA,CA,1,1,2010.0,2006.0,2006
Artificial Intelligence,40000.0,USA,CA,1,1,2013.0,2013.0,2013
Apps,312000.0,USA,NY,3,1,2011.0,2011.0,2015
Clean Technology,23500000.0,USA,CA,3,0,2010.0,2012.0,2014
Analytics,2858333.0,USA,AR,3,1,2012.0,2013.0,2015
Apps,679529.0,DNK,17,1,1,2012.0,2013.0,2013
Manufacturing,2000000.0,USA,MD,1,1,1971.0,2014.0,2014
Semiconductors,17400000.0,USA,GA,4,1,2002.0,2008.0,2014
Clean Technology,7970000.0,USA,IL,2,1,2007.0,2010.0,2011
Concerts,1125000.0,USA,TX,2,1,2007.0,2008.0,2009
Nanotechnology,132999998.0,USA,MA,10,1,2004.0,2005.0,2015
Analytics,2000000.0,POL,87,1,1,2014.0,2014.0,2014
Messaging,3400000.0,CHN,30,1,0,2010.0,2010.0,2010
unknown,2000000.0,USA,CT,1,1,2010.0,2015.0,2015
Environmental Innovation,2000000.0,,,1,0,2010.0,2015.0,2015
Software,232845.0,USA,NY,1,1,2000.0,2012.0,2012
Education,941697.0,IND,25,1,1,2010.0,2014.0,2014
Mobile,2900000.0,USA,CA,2,1,2012.0,2012.0,2014
Android,1430000.0,USA,NY,1,1,2010.0,2013.0,2013
unknown,2000000.0,IDN,4,1,1,2014.0,2015.0,2015
Public Relations,215029.0,USA,CA,2,1,2010.0,2009.0,2010
Health Care,200000.0,USA,MN,1,1,2010.0,2013.0,2013
Finance,16500000.0,CHN,22,2,1,2010.0,2013.0,2014
Nonprofits,1400000.0,USA,FL,3,1,2005.0,2011.0,2012
Consumer Electronics,15000000.0,USA,NC,1,1,2004.0,2009.0,2009
Mobile,164744.0,,,1,1,2010.0,2014.0,2014
Human Resources,12510000.0,,,2,1,2010.0,2001.0,2002
Games,2000000.0,CHN,22,2,1,1995.0,1994.0,1996
E-Commerce,8000000.0,CHN,,1,1,2010.0,2014.0,2014
Travel,1612036.0,,,1,1,2010.0,2014.0,2014
Finance,200000.0,CHN,23,1,0,2007.0,2007.0,2007
Curated Web,575400000.0,CHN,22,4,1,2005.0,2006.0,2013
E-Commerce,162954.0,,,1,1,2010.0,2014.0,2014
Mobile,16600000.0,USA,CA,5,1,2006.0,2008.0,2011
Hospitality,250000.0,,,1,1,2015.0,2015.0,2015
Logistics,9000000.0,IND,19,1,1,2015.0,2015.0,2015
Hospitality,1651194.0,DEU,12,2,1,2011.0,2012.0,2014
Health and Wellness,3000000.0,IND,19,2,1,2011.0,2014.0,2014
Enterprise Software,500000.0,CAN,NB,1,1,2013.0,2015.0,2015
Cloud Data Services,35595.0,,,1,1,2010.0,2011.0,2011
Enterprise Software,11682806.0,GBR,H9,2,1,2005.0,2012.0,2015
Aerospace,2000000.0,USA,VA,1,1,2010.0,2002.0,2002
Online Dating,20000000.0,CHN,22,2,1,2014.0,2014.0,2015
Cloud Computing,20000000.0,CHN,22,1,1,2010.0,2014.0,2014
Hardware + Software,8100000.0,CHN,25,1,1,2010.0,2009.0,2009
Outsourcing,31529.1644771414,,,1,0,2014.0,2011.0,2011
Clean Technology,10000000.0,CHN,25,1,1,2001.0,2008.0,2008
Electronics,2000000.0,CHN,7,1,1,2010.0,2009.0,2009
Mobile,162954.0,,,1,1,2010.0,2014.0,2014
unknown,2000000.0,,,1,0,2010.0,2012.0,2012
E-Commerce,164744.0,,,1,1,2013.0,2014.0,2014
Social Media,2000000.0,CHN,23,1,1,2007.0,2013.0,2013
Web Hosting,2000000.0,CHN,23,4,1,2011.0,2011.0,2014
unknown,2000000.0,,,1,1,2014.0,2014.0,2014
Manufacturing,2000000.0,,,1,1,2010.0,2011.0,2011
Information Technology,2000000.0,ESP,29,1,1,2014.0,2014.0,2014
Networking,40000.0,USA,PA,1,1,2010.0,2013.0,2013
Social Media,2000000.0,CHE,4,1,1,2012.0,2015.0,2015
Finance,2000000.0,BRA,27,1,1,2015.0,2015.0,2015
Messaging,2000000.0,GBR,H8,1,0,2010.0,2010.0,2010
Mobile,2000000.0,,,3,1,2006.0,2007.0,2008
Consumer Electronics,2000000.0,USA,NV,1,1,2012.0,2012.0,2012
Collaboration,77080.0,SGP,,2,1,2012.0,2014.0,2015
Hardware + Software,500000.0,POL,78,1,0,2009.0,2007.0,2007
Mobile,10000.0,CHN,22,1,1,2012.0,2012.0,2012
Clean Technology,1177588.0,FRA,B5,2,1,2012.0,2013.0,2015
Delivery,1000000.0,RUS,48,1,0,2010.0,2012.0,2012
Data Visualization,250000.0,,,1,1,2010.0,2014.0,2014
Games,2000000.0,,,1,1,2010.0,2014.0,2014
Apps,2000000.0,DEU,16,4,1,2011.0,2013.0,2015
Entertainment,2000000.0,FRA,A8,1,1,2013.0,2014.0,2014
Health Care,23800264.0,USA,WA,6,1,2006.0,2010.0,2015
Apps,66237.0,BGR,42,2,1,2013.0,2014.0,2014
Analytics,1720000.0,USA,CA,2,1,2012.0,2013.0,2013
Analytics,12500000.0,USA,PA,1,1,1993.0,2004.0,2004
Apps,160000.0,SGP,,1,1,2012.0,2014.0,2014
Chat,2000000.0,USA,NY,1,1,2007.0,2007.0,2007
Apps,450000.0,TWN,3,1,1,2007.0,2014.0,2014
Curated Web,3000000.0,USA,NY,2,1,2012.0,2013.0,2014
Music,600000.0,USA,MD,2,1,2007.0,2006.0,2007
Analytics,650000.0,USA,SC,1,1,2007.0,2012.0,2012
Games,150000.0,USA,SC,1,1,2014.0,2014.0,2014
Data Centers,26360000.0,USA,CA,2,0,2001.0,2004.0,2007
Enterprise Software,2002378.0,USA,MO,3,1,2006.0,2011.0,2015
Big Data Analytics,100000.0,,,1,1,2013.0,2014.0,2014
EdTech,900135.0,BRA,27,1,1,2011.0,2014.0,2014
Communications Hardware,100000000.0,BRA,2,1,1,2011.0,2015.0,2015
CRM,300000.0,AUS,7,2,0,2007.0,2007.0,2008
Health Care Information Technology,4100000.0,USA,MA,2,1,2010.0,2013.0,2015
Advertising,6100000.0,USA,NY,3,1,2011.0,2011.0,2015
Coupons,72582.0,GBR,H9,2,1,2011.0,2011.0,2012
Public Relations,1300000.0,USA,NY,2,1,2011.0,2012.0,2013
Software,1306000.0,USA,MA,3,1,2013.0,2014.0,2015
Android,153531.0,SWE,27,1,1,2013.0,2013.0,2013
Manufacturing,20000000.0,,,1,1,2009.0,2015.0,2015
Android,85000.0,CAN,ON,1,1,2004.0,2015.0,2015
Mobile,2000000.0,,,2,1,2011.0,2012.0,2013
